id,date,round,hteam,ateam,hscore,ascore,venue,winner,complete,margin
35915,2024-09-28 14:30:00,28,Sydney,Brisbane Lions,60,120,M.C.G.,Brisbane Lions,100,-60
37091,2025-03-07 19:40:00,0,Sydney,Hawthorn,76,96,S.C.G.,Hawthorn,100,-20
37093,2025-03-09 15:20:00,0,Greater Western Sydney,Collingwood,104,52,Sydney Showground,Greater Western Sydney,100,52
37094,2025-03-13 19:30:00,1,Richmond,Carlton,82,69,M.C.G.,Richmond,100,13
37095,2025-03-14 19:40:00,1,Hawthorn,Essendon,111,85,M.C.G.,Hawthorn,100,26
37096,2025-03-15 13:20:00,1,Geelong,Fremantle,147,69,Kardinia Park,Geelong,100,78
37097,2025-03-15 16:15:00,1,Sydney,Brisbane Lions,82,86,S.C.G.,Brisbane Lions,100,-4
37099,2025-03-15 19:35:00,1,Collingwood,Port Adelaide,136,45,M.C.G.,Collingwood,100,91
37098,2025-03-15 19:35:00,1,Western Bulldogs,North Melbourne,113,97,Docklands,Western Bulldogs,100,16
37100,2025-03-16 12:35:00,1,Adelaide,St Kilda,135,72,Adelaide Oval,Adelaide,100,63
37101,2025-03-16 15:20:00,1,Melbourne,Greater Western Sydney,74,77,M.C.G.,Greater Western Sydney,100,-3
37102,2025-03-16 18:10:00,1,West Coast,Gold Coast,49,136,Perth Stadium,Gold Coast,100,-87
37103,2025-03-20 19:30:00,2,Carlton,Hawthorn,60,80,M.C.G.,Hawthorn,100,-20
37104,2025-03-21 19:40:00,2,Western Bulldogs,Collingwood,70,76,M.C.G.,Collingwood,100,-6
37105,2025-03-22 13:20:00,2,Essendon,Adelaide,100,161,M.C.G.,Adelaide,100,-61
37106,2025-03-22 16:15:00,2,Port Adelaide,Richmond,140,68,Adelaide Oval,Port Adelaide,100,72
37107,2025-03-22 19:35:00,2,St Kilda,Geelong,98,91,Docklands,St Kilda,100,7
37108,2025-03-23 13:10:00,2,Brisbane Lions,West Coast,94,75,Gabba,Brisbane Lions,100,19
37109,2025-03-23 15:20:00,2,North Melbourne,Melbourne,125,66,Docklands,North Melbourne,100,59
37110,2025-03-23 18:10:00,2,Fremantle,Sydney,65,68,Perth Stadium,Sydney,100,-3
37111,2025-03-27 19:30:00,3,Essendon,Port Adelaide,72,60,Docklands,Essendon,100,12
37112,2025-03-28 19:40:00,3,Carlton,Western Bulldogs,75,83,Docklands,Western Bulldogs,100,-8
37113,2025-03-29 13:20:00,3,Melbourne,Gold Coast,62,120,M.C.G.,Gold Coast,100,-58
37114,2025-03-29 16:15:00,3,St Kilda,Richmond,135,53,Docklands,St Kilda,100,82
37090,2025-03-29 19:35:00,3,Brisbane Lions,Geelong,70,61,Gabba,Brisbane Lions,100,9
37115,2025-03-29 19:35:00,3,Hawthorn,Greater Western Sydney,76,64,York Park,Hawthorn,100,12
37116,2025-03-30 15:20:00,3,Adelaide,North Melbourne,114,78,Adelaide Oval,Adelaide,100,36
37117,2025-03-30 18:10:00,3,West Coast,Fremantle,68,106,Perth Stadium,Fremantle,100,-38
37118,2025-04-03 19:30:00,4,Collingwood,Carlton,63,46,M.C.G.,Collingwood,100,17
37119,2025-04-04 19:40:00,4,Geelong,Melbourne,85,46,Kardinia Park,Geelong,100,39
37120,2025-04-05 13:20:00,4,Gold Coast,Adelaide,91,90,Carrara,Gold Coast,100,1
37121,2025-04-05 16:15:00,4,Richmond,Brisbane Lions,90,118,M.C.G.,Brisbane Lions,100,-28
37122,2025-04-05 19:35:00,4,North Melbourne,Sydney,52,117,Docklands,Sydney,100,-65
37123,2025-04-06 13:10:00,4,Greater Western Sydney,West Coast,132,51,Sydney Showground,Greater Western Sydney,100,81
37124,2025-04-06 15:20:00,4,Port Adelaide,St Kilda,72,89,Adelaide Oval,St Kilda,100,-17
37125,2025-04-06 17:10:00,4,Fremantle,Western Bulldogs,97,81,Perth Stadium,Fremantle,100,16
37126,2025-04-10 19:40:00,5,Adelaide,Geelong,100,119,Adelaide Oval,Geelong,100,-19
37127,2025-04-11 19:40:00,5,Collingwood,Sydney,109,78,Adelaide Oval,Collingwood,100,31
37128,2025-04-12 12:35:00,5,North Melbourne,Gold Coast,89,141,Barossa Park,Gold Coast,100,-52
37129,2025-04-12 13:20:00,5,Carlton,West Coast,121,50,Adelaide Oval,Carlton,100,71
37130,2025-04-12 16:15:00,5,Western Bulldogs,Brisbane Lions,97,118,Norwood Oval,Brisbane Lions,100,-21
37131,2025-04-12 19:35:00,5,Melbourne,Essendon,57,96,Adelaide Oval,Essendon,100,-39
37132,2025-04-13 12:35:00,5,Richmond,Fremantle,47,108,Barossa Park,Fremantle,100,-61
37133,2025-04-13 15:20:00,5,St Kilda,Greater Western Sydney,82,110,Norwood Oval,Greater Western Sydney,100,-28
37134,2025-04-13 19:20:00,5,Port Adelaide,Hawthorn,121,91,Adelaide Oval,Port Adelaide,100,30
37135,2025-04-17 19:30:00,6,Brisbane Lions,Collingwood,53,105,Gabba,Collingwood,100,-52
37136,2025-04-18 15:20:00,6,North Melbourne,Carlton,71,153,Docklands,Carlton,100,-82
37137,2025-04-18 18:10:00,6,West Coast,Essendon,75,77,Perth Stadium,Essendon,100,-2
37138,2025-04-19 13:20:00,6,Melbourne,Fremantle,107,97,M.C.G.,Melbourne,100,10
37139,2025-04-19 16:15:00,6,Adelaide,Greater Western Sydney,52,34,Adelaide Oval,Adelaide,100,18
37140,2025-04-19 19:35:00,6,Richmond,Gold Coast,80,69,Docklands,Richmond,100,11
37141,2025-04-20 15:20:00,6,Sydney,Port Adelaide,77,85,S.C.G.,Port Adelaide,100,-8
37142,2025-04-20 19:20:00,6,Western Bulldogs,St Kilda,127,56,Docklands,Western Bulldogs,100,71
37143,2025-04-21 15:20:00,6,Geelong,Hawthorn,86,79,M.C.G.,Geelong,100,7
37144,2025-04-24 19:30:00,7,Melbourne,Richmond,83,63,M.C.G.,Melbourne,100,20
37145,2025-04-25 15:20:00,7,Collingwood,Essendon,107,66,M.C.G.,Collingwood,100,41
37146,2025-04-25 20:10:00,7,Fremantle,Adelaide,85,67,Perth Stadium,Fremantle,100,18
37147,2025-04-26 13:20:00,7,St Kilda,Brisbane Lions,73,118,Docklands,Brisbane Lions,100,-45
37148,2025-04-26 16:15:00,7,Port Adelaide,North Melbourne,97,88,Adelaide Oval,Port Adelaide,100,9
37149,2025-04-26 19:35:00,7,Greater Western Sydney,Western Bulldogs,81,113,Manuka Oval,Western Bulldogs,100,-32
37150,2025-04-27 13:15:00,7,Gold Coast,Sydney,117,79,Carrara,Gold Coast,100,38
37151,2025-04-27 15:20:00,7,Carlton,Geelong,94,76,M.C.G.,Carlton,100,18
37152,2025-04-27 16:45:00,7,Hawthorn,West Coast,124,74,Docklands,Hawthorn,100,50
37153,2025-05-01 19:30:00,8,Essendon,North Melbourne,65,62,Docklands,Essendon,100,3
37154,2025-05-02 19:40:00,8,St Kilda,Fremantle,94,33,Docklands,St Kilda,100,61
37155,2025-05-03 13:20:00,8,Western Bulldogs,Port Adelaide,131,41,Eureka Stadium,Western Bulldogs,100,90
37156,2025-05-03 16:15:00,8,Adelaide,Carlton,110,50,Adelaide Oval,Adelaide,100,60
37157,2025-05-03 19:35:00,8,Collingwood,Geelong,87,90,M.C.G.,Geelong,100,-3
37158,2025-05-03 19:35:00,8,West Coast,Melbourne,76,108,Perth Stadium,Melbourne,100,-32
37159,2025-05-04 13:10:00,8,Sydney,Greater Western Sydney,87,73,S.C.G.,Sydney,100,14
37160,2025-05-04 15:20:00,8,Hawthorn,Richmond,109,44,M.C.G.,Hawthorn,100,65
37161,2025-05-04 19:20:00,8,Brisbane Lions,Gold Coast,66,49,Gabba,Brisbane Lions,100,17
37162,2025-05-08 20:10:00,9,Fremantle,Collingwood,83,97,Perth Stadium,Collingwood,100,-14
37163,2025-05-09 19:40:00,9,St Kilda,Carlton,62,77,M.C.G.,Carlton,100,-15
37164,2025-05-10 13:20:00,9,Melbourne,Hawthorn,56,91,M.C.G.,Hawthorn,100,-35
37165,2025-05-10 16:15:00,9,Essendon,Sydney,71,63,Docklands,Essendon,100,8
37166,2025-05-10 19:35:00,9,Gold Coast,Western Bulldogs,106,96,Marrara Oval,Gold Coast,100,10
37167,2025-05-10 20:10:00,9,Port Adelaide,Adelaide,84,89,Adelaide Oval,Adelaide,100,-5
37168,2025-05-11 13:10:00,9,Richmond,West Coast,81,79,M.C.G.,Richmond,100,2
37169,2025-05-11 15:20:00,9,Geelong,Greater Western Sydney,101,105,Kardinia Park,Greater Western Sydney,100,-4
37170,2025-05-11 16:40:00,9,North Melbourne,Brisbane Lions,71,71,Bellerive Oval,,100,0
37171,2025-05-15 19:30:00,10,Gold Coast,Hawthorn,104,96,Marrara Oval,Gold Coast,100,8
37172,2025-05-16 19:40:00,10,Sydney,Carlton,78,62,S.C.G.,Sydney,100,16
37173,2025-05-17 13:20:00,10,Collingwood,Adelaide,78,68,M.C.G.,Collingwood,100,10
37175,2025-05-17 16:15:00,10,Greater Western Sydney,Fremantle,61,95,Sydney Showground,Fremantle,100,-34
37174,2025-05-17 16:15:00,10,Port Adelaide,Geelong,39,115,Adelaide Oval,Geelong,100,-76
37176,2025-05-17 19:35:00,10,Western Bulldogs,Essendon,127,36,Docklands,Western Bulldogs,100,91
37177,2025-05-18 13:10:00,10,Richmond,North Melbourne,74,78,M.C.G.,North Melbourne,100,-4
37178,2025-05-18 15:20:00,10,Brisbane Lions,Melbourne,88,99,Gabba,Melbourne,100,-11
37179,2025-05-18 16:40:00,10,West Coast,St Kilda,108,80,Perth Stadium,West Coast,100,28
37180,2025-05-22 19:30:00,11,Geelong,Western Bulldogs,127,113,Kardinia Park,Geelong,100,14
37181,2025-05-23 19:40:00,11,Essendon,Richmond,81,58,M.C.G.,Essendon,100,23
37182,2025-05-24 12:35:00,11,Carlton,Greater Western Sydney,82,110,Docklands,Greater Western Sydney,100,-28
37183,2025-05-24 16:15:00,11,Hawthorn,Brisbane Lions,60,93,M.C.G.,Brisbane Lions,100,-33
37184,2025-05-24 19:35:00,11,North Melbourne,Collingwood,63,108,Docklands,Collingwood,100,-45
37185,2025-05-24 20:10:00,11,Fremantle,Port Adelaide,100,51,Perth Stadium,Fremantle,100,49
37186,2025-05-25 13:10:00,11,Adelaide,West Coast,128,62,Adelaide Oval,Adelaide,100,66
37187,2025-05-25 15:20:00,11,Melbourne,Sydney,131,78,M.C.G.,Melbourne,100,53
37188,2025-05-25 16:40:00,11,St Kilda,Gold Coast,61,80,Docklands,Gold Coast,100,-19
37189,2025-05-29 19:30:00,12,Brisbane Lions,Essendon,90,72,Gabba,Brisbane Lions,100,18
37190,2025-05-30 19:40:00,12,Collingwood,Hawthorn,107,56,M.C.G.,Collingwood,100,51
37191,2025-05-31 13:20:00,12,Gold Coast,Fremantle,64,75,Carrara,Fremantle,100,-11
37192,2025-05-31 16:15:00,12,Greater Western Sydney,Richmond,80,77,Sydney Showground,Greater Western Sydney,100,3
37193,2025-05-31 19:35:00,12,Sydney,Adelaide,41,131,S.C.G.,Adelaide,100,-90
37194,2025-06-01 15:20:00,12,Melbourne,St Kilda,63,91,Traeger Park,St Kilda,100,-28
37195,2025-06-01 19:20:00,12,West Coast,Geelong,73,116,Perth Stadium,Geelong,100,-43
37196,2025-06-05 19:30:00,13,Western Bulldogs,Hawthorn,59,81,Docklands,Hawthorn,100,-22
37197,2025-06-06 19:40:00,13,Adelaide,Brisbane Lions,68,63,Adelaide Oval,Adelaide,100,5
37198,2025-06-07 13:20:00,13,Richmond,Sydney,36,80,M.C.G.,Sydney,100,-44
37199,2025-06-07 16:15:00,13,Geelong,Gold Coast,61,37,Kardinia Park,Geelong,100,24
37200,2025-06-07 19:35:00,13,Greater Western Sydney,Port Adelaide,50,66,Manuka Oval,Port Adelaide,100,-16
37201,2025-06-08 15:20:00,13,North Melbourne,West Coast,62,52,Hands Oval,North Melbourne,100,10
37202,2025-06-08 19:20:00,13,Carlton,Essendon,78,70,M.C.G.,Carlton,100,8
37203,2025-06-09 15:20:00,13,Melbourne,Collingwood,71,72,M.C.G.,Collingwood,100,-1
37204,2025-06-12 19:30:00,14,St Kilda,Western Bulldogs,60,132,Docklands,Western Bulldogs,100,-72
37205,2025-06-13 19:40:00,14,Hawthorn,Adelaide,47,44,York Park,Hawthorn,100,3
37206,2025-06-14 13:20:00,14,Brisbane Lions,Greater Western Sydney,96,107,Gabba,Greater Western Sydney,100,-11
37207,2025-06-14 16:15:00,14,Essendon,Geelong,56,151,M.C.G.,Geelong,100,-95
37208,2025-06-14 19:35:00,14,North Melbourne,Fremantle,67,73,Perth Stadium,Fremantle,100,-6
37209,2025-06-15 15:20:00,14,Port Adelaide,Melbourne,93,68,Adelaide Oval,Port Adelaide,100,25
37210,2025-06-15 18:10:00,14,West Coast,Carlton,52,86,Perth Stadium,Carlton,100,-34
37211,2025-06-19 20:10:00,15,Fremantle,Essendon,104,63,Perth Stadium,Fremantle,100,41
37212,2025-06-20 19:40:00,15,Geelong,Brisbane Lions,51,92,Kardinia Park,Brisbane Lions,100,-41
37213,2025-06-21 13:20:00,15,Carlton,North Melbourne,73,84,M.C.G.,North Melbourne,100,-11
37214,2025-06-21 16:15:00,15,Port Adelaide,Sydney,52,71,Adelaide Oval,Sydney,100,-19
37215,2025-06-21 19:35:00,15,Collingwood,St Kilda,108,74,Docklands,Collingwood,100,34
37216,2025-06-22 13:10:00,15,Greater Western Sydney,Gold Coast,106,99,Sydney Showground,Greater Western Sydney,100,7
37217,2025-06-22 15:20:00,15,Western Bulldogs,Richmond,135,56,Docklands,Western Bulldogs,100,79
37223,2025-06-26 19:30:00,16,Port Adelaide,Carlton,110,60,Adelaide Oval,Port Adelaide,100,50
37221,2025-06-27 19:40:00,16,Sydney,Western Bulldogs,96,105,S.C.G.,Western Bulldogs,100,-9
37220,2025-06-28 13:20:00,16,Gold Coast,Melbourne,104,85,Carrara,Gold Coast,100,19
37222,2025-06-28 16:15:00,16,Hawthorn,North Melbourne,150,65,York Park,Hawthorn,100,85
37218,2025-06-28 19:35:00,16,Collingwood,West Coast,88,59,Docklands,Collingwood,100,29
37219,2025-06-29 15:15:00,16,Richmond,Adelaide,54,122,M.C.G.,Adelaide,100,-68
37224,2025-06-29 17:10:00,16,Fremantle,St Kilda,81,69,Perth Stadium,Fremantle,100,12
37227,2025-07-03 19:30:00,17,North Melbourne,Western Bulldogs,85,134,Docklands,Western Bulldogs,100,-49
37229,2025-07-04 19:20:00,17,Carlton,Collingwood,59,115,M.C.G.,Collingwood,100,-56
37233,2025-07-04 20:20:00,17,West Coast,Greater Western Sydney,52,111,Perth Stadium,Greater Western Sydney,100,-59
37228,2025-07-05 12:35:00,17,Essendon,Gold Coast,74,115,Docklands,Gold Coast,100,-41
37225,2025-07-05 16:15:00,17,Geelong,Richmond,124,52,Kardinia Park,Geelong,100,72
37231,2025-07-05 19:35:00,17,Brisbane Lions,Port Adelaide,120,92,Gabba,Brisbane Lions,100,28
37226,2025-07-05 19:40:00,17,St Kilda,Hawthorn,74,94,Docklands,Hawthorn,100,-20
37230,2025-07-06 13:10:00,17,Sydney,Fremantle,94,83,S.C.G.,Sydney,100,11
37232,2025-07-06 15:15:00,17,Adelaide,Melbourne,90,77,Adelaide Oval,Adelaide,100,13
37237,2025-07-10 19:30:00,18,Carlton,Brisbane Lions,66,103,Docklands,Brisbane Lions,100,-37
37240,2025-07-11 19:40:00,18,Gold Coast,Collingwood,69,63,Carrara,Gold Coast,100,6
37235,2025-07-12 13:20:00,18,Western Bulldogs,Adelaide,98,109,Docklands,Adelaide,100,-11
37234,2025-07-12 16:15:00,18,Greater Western Sydney,Geelong,111,85,Sydney Showground,Greater Western Sydney,100,26
37239,2025-07-12 19:35:00,18,Richmond,Essendon,46,37,M.C.G.,Richmond,100,9
37242,2025-07-12 20:10:00,18,Fremantle,Hawthorn,77,64,Perth Stadium,Fremantle,100,13
37238,2025-07-13 13:10:00,18,Melbourne,North Melbourne,119,83,M.C.G.,Melbourne,100,36
37236,2025-07-13 15:15:00,18,St Kilda,Sydney,87,92,Docklands,Sydney,100,-5
37241,2025-07-13 16:40:00,18,Port Adelaide,West Coast,87,61,Adelaide Oval,Port Adelaide,100,26
37244,2025-07-17 19:30:00,19,Essendon,Greater Western Sydney,56,104,Docklands,Greater Western Sydney,100,-48
37248,2025-07-18 19:40:00,19,Brisbane Lions,Western Bulldogs,86,76,Gabba,Brisbane Lions,100,10
37249,2025-07-19 13:20:00,19,Hawthorn,Port Adelaide,87,49,York Park,Hawthorn,100,38
37247,2025-07-19 16:15:00,19,Sydney,North Melbourne,84,53,S.C.G.,Sydney,100,31
37245,2025-07-19 19:35:00,19,Carlton,Melbourne,78,70,M.C.G.,Carlton,100,8
37251,2025-07-19 20:10:00,19,West Coast,Richmond,56,105,Perth Stadium,Richmond,100,-49
37243,2025-07-20 13:10:00,19,Geelong,St Kilda,113,82,Kardinia Park,Geelong,100,31
37246,2025-07-20 15:15:00,19,Collingwood,Fremantle,78,79,M.C.G.,Fremantle,100,-1
37250,2025-07-20 16:40:00,19,Adelaide,Gold Coast,107,46,Adelaide Oval,Adelaide,100,61
37257,2025-07-24 19:30:00,20,Hawthorn,Carlton,85,61,M.C.G.,Hawthorn,100,24
37255,2025-07-25 19:20:00,20,Essendon,Western Bulldogs,50,143,Docklands,Western Bulldogs,100,-93
37252,2025-07-25 19:50:00,20,Greater Western Sydney,Sydney,102,58,Sydney Showground,Greater Western Sydney,100,44
37258,2025-07-26 13:20:00,20,Gold Coast,Brisbane Lions,130,64,Carrara,Gold Coast,100,66
37260,2025-07-26 16:15:00,20,Fremantle,West Coast,126,77,Perth Stadium,Fremantle,100,49
37253,2025-07-26 19:35:00,20,North Melbourne,Geelong,49,150,Docklands,Geelong,100,-101
37259,2025-07-26 20:10:00,20,Adelaide,Port Adelaide,133,35,Adelaide Oval,Adelaide,100,98
37256,2025-07-27 14:10:00,20,Richmond,Collingwood,57,93,M.C.G.,Collingwood,100,-36
37254,2025-07-27 15:15:00,20,St Kilda,Melbourne,96,90,Docklands,St Kilda,100,6
37264,2025-07-31 19:30:00,21,Western Bulldogs,Greater Western Sydney,132,44,Docklands,Western Bulldogs,100,88
37268,2025-08-01 19:40:00,21,Adelaide,Hawthorn,101,87,Adelaide Oval,Adelaide,100,14
37263,2025-08-02 13:20:00,21,Melbourne,West Coast,139,56,Docklands,Melbourne,100,83
37266,2025-08-02 16:10:00,21,Gold Coast,Richmond,107,23,Carrara,Gold Coast,100,84
37267,2025-08-02 16:15:00,21,Sydney,Essendon,68,54,S.C.G.,Sydney,100,14
37265,2025-08-02 19:35:00,21,Collingwood,Brisbane Lions,65,92,M.C.G.,Brisbane Lions,100,-27
37262,2025-08-03 13:40:00,21,St Kilda,North Melbourne,78,69,Docklands,St Kilda,100,9
37261,2025-08-03 15:15:00,21,Geelong,Port Adelaide,153,65,Kardinia Park,Geelong,100,88
37269,2025-08-03 17:10:00,21,Fremantle,Carlton,94,67,Perth Stadium,Fremantle,100,27
37275,2025-08-07 19:30:00,22,Hawthorn,Collingwood,110,46,M.C.G.,Hawthorn,100,64
37270,2025-08-08 19:40:00,22,Geelong,Essendon,109,65,Kardinia Park,Geelong,100,44
37273,2025-08-09 13:20:00,22,Richmond,St Kilda,52,56,M.C.G.,St Kilda,100,-4
37276,2025-08-09 16:15:00,22,Brisbane Lions,Sydney,90,92,Gabba,Sydney,100,-2
37272,2025-08-09 19:35:00,22,Carlton,Gold Coast,74,93,Docklands,Gold Coast,100,-19
37277,2025-08-09 20:10:00,22,Port Adelaide,Fremantle,86,92,Adelaide Oval,Fremantle,100,-6
37271,2025-08-10 13:40:00,22,Greater Western Sydney,North Melbourne,133,79,Manuka Oval,Greater Western Sydney,100,54
37274,2025-08-10 15:15:00,22,Melbourne,Western Bulldogs,99,105,M.C.G.,Western Bulldogs,100,-6
37278,2025-08-10 17:10:00,22,West Coast,Adelaide,78,87,Perth Stadium,Adelaide,100,-9
37280,2025-08-15 19:20:00,23,Essendon,St Kilda,75,77,Docklands,St Kilda,100,-2
37287,2025-08-15 20:20:00,23,Fremantle,Brisbane Lions,44,101,Perth Stadium,Brisbane Lions,100,-57
37284,2025-08-16 12:35:00,23,Gold Coast,Greater Western Sydney,76,111,Carrara,Greater Western Sydney,100,-35
37282,2025-08-16 13:20:00,23,Carlton,Port Adelaide,118,64,Docklands,Carlton,100,54
37283,2025-08-16 16:15:00,23,Hawthorn,Melbourne,92,56,M.C.G.,Hawthorn,100,36
37286,2025-08-16 19:35:00,23,Adelaide,Collingwood,59,56,Adelaide Oval,Adelaide,100,3
37279,2025-08-17 13:10:00,23,North Melbourne,Richmond,135,87,Bellerive Oval,North Melbourne,100,48
37285,2025-08-17 15:15:00,23,Sydney,Geelong,68,111,S.C.G.,Geelong,100,-43
37281,2025-08-17 16:40:00,23,Western Bulldogs,West Coast,126,32,Docklands,Western Bulldogs,100,94
37293,2025-08-21 19:30:00,24,Essendon,Carlton,56,90,M.C.G.,Carlton,100,-34
37291,2025-08-22 19:10:00,24,Collingwood,Melbourne,82,76,M.C.G.,Collingwood,100,6
37295,2025-08-22 20:10:00,24,Port Adelaide,Gold Coast,71,67,Adelaide Oval,Port Adelaide,100,4
37289,2025-08-23 13:20:00,24,North Melbourne,Adelaide,100,113,Docklands,Adelaide,100,-13
37292,2025-08-23 16:15:00,24,Richmond,Geelong,64,103,M.C.G.,Geelong,100,-39
37296,2025-08-23 19:35:00,24,West Coast,Sydney,51,118,Perth Stadium,Sydney,100,-67
37288,2025-08-24 12:20:00,24,Greater Western Sydney,St Kilda,104,93,Sydney Showground,Greater Western Sydney,100,11
37290,2025-08-24 15:15:00,24,Western Bulldogs,Fremantle,97,112,Docklands,Fremantle,100,-15
37294,2025-08-24 19:20:00,24,Brisbane Lions,Hawthorn,89,79,Gabba,Brisbane Lions,100,10
37092,2025-08-27 19:20:00,24,Gold Coast,Essendon,153,58,Carrara,Gold Coast,100,95
37317,2025-09-04 19:40:00,25,Adelaide,Collingwood,55,79,Adelaide Oval,Collingwood,100,-24
37318,2025-09-05 19:40:00,25,Geelong,Brisbane Lions,112,74,M.C.G.,Geelong,100,38
37315,2025-09-06 15:15:00,25,Greater Western Sydney,Hawthorn,88,107,Sydney Showground,Hawthorn,100,-19
37316,2025-09-06 19:35:00,25,Fremantle,Gold Coast,79,80,Perth Stadium,Gold Coast,100,-1
37319,2025-09-12 19:40:00,26,Adelaide,Hawthorn,67,101,Adelaide Oval,Hawthorn,100,-34
37320,2025-09-13 19:35:00,26,Brisbane Lions,Gold Coast,100,47,Gabba,Brisbane Lions,100,53
37862,2025-09-19 19:40:00,27,Geelong,Hawthorn,115,85,M.C.G.,Geelong,100,30
37863,2025-09-20 17:15:00,27,Collingwood,Brisbane Lions,71,100,M.C.G.,Brisbane Lions,100,-29
37323,2025-09-27 14:30:00,28,Geelong,Brisbane Lions,75,122,M.C.G.,Brisbane Lions,100,-47
